"Gene_name"	"GO_terms"
"pth2r"	"GO:0007166, GO:0004888, GO:0016020, GO:0016021, GO:0007186, GO:0004930, GO:0008528, GO:0007165, GO:0017046, GO:0004991"
"mgc76064"	"GO:0005515"
"mettl23"	""
"ankrd1"	"GO:0005515"
"cox16"	"GO:0031966"
"pkp4"	"GO:0098609, GO:0007155, GO:0043547, GO:0005515, GO:0032467, GO:0005634, GO:0005886, GO:0005737, GO:0005911, GO:0045296, GO:0007043, GO:0005913, GO:0098609, GO:0007155, GO:0043547, GO:0005515, GO:0032467, GO:0005634, GO:0005886, GO:0005737, GO:0005911, GO:0045296, GO:0007043, GO:0005913"
"jmjd6"	"GO:0006909"
"slc8a3"	"GO:0005432, GO:0007154, GO:0006816, GO:0055085, GO:0016020, GO:0016021, GO:0035725"
"cwc25"	", "
"npas2"	"GO:0005667, GO:0003700, GO:0005737, GO:0006355, GO:0046983, GO:0005634, GO:0003677"
"sbds"	"GO:0042254, GO:0042256, GO:0002573, GO:0030851, GO:0031017, GO:0042254, GO:0042256, GO:0005634, GO:0005737, GO:0005856, GO:0005819, GO:0000922, GO:0005730, GO:0008283, GO:0005654, GO:0043022"
"sytl5"	"GO:0017137, GO:0005543, GO:0006886, GO:0016020, GO:0070382"
"ptgfr"	"GO:0016021, GO:0007186, GO:0004930, GO:0004958, GO:0016020, GO:0007189, GO:0007165, GO:0005623, GO:0007204, GO:0006954"
"gipc2"	"GO:0005515"
"thoc7"	"GO:0006397, GO:0000445, GO:0006397, GO:0000445"
"zfyve19"	"GO:0046872, GO:0005813, GO:0032266, GO:0030496, GO:0032154, GO:0009838, GO:0044878"
"mxra7"	"GO:0016020, GO:0016021, "
"pip5k1b"	"GO:0046488, GO:0016307, GO:0016740, GO:0000166, GO:0005524, GO:0016301, GO:0016310, GO:0046854"
"fam114a2"	""
"rps20"	"GO:0015935, GO:0005840, GO:0006412, GO:0003723, GO:0003735, GO:0005622, GO:0022627"
"smoc1"	"GO:0005509, GO:0001654, GO:0002072"
"qser1"	""
"plag1"	"GO:0006351, GO:0003676, GO:0005634, GO:0003700, GO:0003677, GO:0006355"
"tmem255b"	"GO:0016020, GO:0016021"
"rfxap"	"GO:0005634, GO:0003677, GO:0045893"
"pdcl3"	""
"pip4k2b"	"GO:0046488, GO:0016307, GO:0016740, GO:0000166, GO:0005524, GO:0016301, GO:0016310, GO:0046854"
"tyw1"	"GO:0051536, GO:0008033, GO:0010181, GO:0055114, GO:0003824, GO:0051539, GO:0016020, GO:0016021"
"ndst4"	"GO:0008146, GO:0016787, GO:0015016, GO:0005794, GO:0034483, GO:0015012, GO:0019213, GO:0042328, GO:0015014"
"srsf5"	"GO:0003676, GO:0005634, GO:0003723, GO:0016607, GO:0000381, GO:0045292"
"st6galnac2"	"GO:0008373, GO:0006486, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0097503, GO:0005794, GO:0008373, GO:0006486, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0097503, GO:0005794"
"chchd7"	"GO:0005739, GO:0005758"
"car1_predicted"	"GO:0004089, GO:0008270, GO:0046872, GO:0004089, GO:0008270, GO:0046872"
"gpat3"	"GO:0016746, GO:0016020, GO:0016021"
"gria1"	"GO:0004970, GO:0038023, GO:0005216, GO:0006811, GO:0016020, GO:0016021, GO:0005886, GO:0032281, GO:0030054, GO:0034220, GO:0045202, GO:0004971, GO:0035235, GO:0045211, GO:0099583, GO:0099566, GO:0004970, GO:0038023, GO:0005216, GO:0006811, GO:0016020, GO:0016021, GO:0005886, GO:0032281, GO:0030054, GO:0034220, GO:0045202, GO:0004971, GO:0035235, GO:0045211, GO:0099583, GO:0099566"
"kcnc2"	"GO:0008076, GO:0005249, GO:0055085, GO:0005216, GO:0006811, GO:0016020, GO:0006813, GO:0016021, GO:0005244, GO:0034765, GO:0030424, GO:0043025, GO:0005267, GO:0071805, GO:0005251, GO:0032590, GO:0032809, GO:0008076, GO:0005249, GO:0055085, GO:0005216, GO:0006811, GO:0016020, GO:0006813, GO:0016021, GO:0005244, GO:0034765, GO:0005267, GO:0071805"
"c3orf49"	", , "
"zfat"	"GO:0003676, GO:0005634, GO:0010468, GO:0035097, GO:0000979, GO:0003676, GO:0005634, GO:0010468, GO:0035097, GO:0000979"
"rpp30"	"GO:0008033, GO:0004540, GO:0003824, GO:0016020, GO:0016021, GO:0090501, GO:0090502, GO:0003723, GO:0004526, GO:0005655"
"fgfbp1"	"GO:0007267"
"sdr16c5"	"GO:0016491, GO:0016020, GO:0016021, GO:0055114, GO:0005811, GO:0016491, GO:0016020, GO:0016021, GO:0055114, GO:0005811"
"caps2"	"GO:0005509"
"cdkl2"	"GO:0005524, GO:0004672, GO:0006468, GO:0005634, GO:0004693, GO:0051726"
"cd38"	"GO:0003953, GO:0050135, GO:0016020, GO:0016021, GO:0005886, GO:0030890, GO:0016849"
"dnajb4"	"GO:0006457, GO:0051082, GO:0005829, GO:0000122, GO:0051085, GO:0051087, GO:0006457, GO:0051082, GO:0005829, GO:0000122, GO:0051085, GO:0051087"
"pgm5"	"GO:0071704, GO:0016868, GO:0005975, GO:0000287, GO:0046872, GO:0005829, GO:0009898, GO:0005925, GO:0042383, GO:0030239, GO:0030018, GO:0004614, GO:0014704, GO:0001725, GO:0016010, GO:0014706, GO:0005914, GO:0043034"
"e2f5"	"GO:0051726, GO:0005667, GO:0003700, GO:0006355, GO:0046983, GO:0003677, GO:0005634, GO:0043565, GO:0000122, GO:0045944, GO:0000981, GO:0008134, GO:0090575"
"atp5f1b"	"GO:0046034, GO:0045261, GO:0015986, GO:0046933, GO:1902600, GO:0005524, GO:0000166, GO:0099132, GO:0006754, GO:0046034, GO:0045261, GO:0015986, GO:0046933, GO:1902600, GO:0005524, GO:0000166, GO:0099132, GO:0006754"
"lonrf2"	"GO:0005515, GO:0046872"
"pikfyve"	"GO:0035556, GO:0005524, GO:0035556, GO:0046872, GO:0000285, GO:0046854"
"leng1"	""
"synpr"	"GO:0008021, GO:0016020, GO:0016021"
"mid1"	"GO:0005622, GO:0008270, GO:0005515, GO:0046872, GO:0005622, GO:0008270, GO:0005515, GO:0046872"
"fubp1"	"GO:0006355, GO:0003723, GO:0003676"
"ndst3"	"GO:0008146, GO:0016787, GO:0015016, GO:0016020, GO:0016021, GO:0005794, GO:0034483, GO:0015012, GO:0019213, GO:0042328, GO:0015014"
"spint1"	"GO:0004867, GO:0005515, GO:0016020, GO:0016021, GO:0010951"
"ccdc148"	""
"cadps"	"GO:0045202, GO:0098793, GO:0016079, GO:1990504"
"idh1"	"GO:0006102, GO:0004450, GO:0051287, GO:0016616, GO:0055114, GO:0000287, GO:0046872, GO:0042803, GO:0016491, GO:0005777, GO:0005829, GO:0006099, GO:0006739, GO:0030097, GO:0048545, GO:0060696, GO:0071071"
"cntd1"	"GO:0010038, GO:0005507"
"tmc4"	"GO:0005887, GO:0016021, GO:0016020, GO:0034220, GO:0055085, GO:0005216, GO:0008381"
"gpx2"	"GO:0004602, GO:0006979, GO:0055114, GO:0016491, GO:0098869, GO:0004601"
"penk"	"GO:0007218, GO:0005886, GO:0005576, GO:0010469, GO:0030425, GO:0043025, GO:0007268, GO:0001515, GO:0031628, GO:0043679"
"psmb3"	"GO:0004175, GO:0005839, GO:0051603, GO:0004298, GO:0043161, GO:0019774, GO:0005634, GO:0016787, GO:0005737, GO:0008233, GO:0006508, GO:0000502, GO:0010498, GO:0010499"
"odam"	"GO:0005634, GO:0005737, GO:0042475"
"churc1"	"GO:0045893, GO:0007275, GO:0008270"
"upp2"	"GO:0009116, GO:0005737, GO:0003824, GO:0016763, GO:0004850, GO:0009166, GO:0016740, GO:0016757, GO:0044206, GO:0009116, GO:0005737, GO:0003824, GO:0016763, GO:0004850, GO:0009166, GO:0016740, GO:0016757, GO:0044206"
"cygb"	"GO:0019825, GO:0005506, GO:0020037, GO:0015671, GO:0046872, GO:0005344"
"impad1"	"GO:0046854"
"sptb"	"GO:0005200, GO:0005543, GO:0003779, GO:0005515, GO:0008091, GO:0005737, GO:0005856, GO:0007010, GO:0051693, GO:0035162, GO:0048821"
"bst1"	"GO:0003953, GO:0005886, GO:0030890, GO:0016849"
"helq"	"GO:0005524, GO:0003676"
"aff3"	"GO:0005634, GO:0003700, GO:0003690, GO:0006355, GO:0008023, GO:0032783, , "
"rhbdf2"	"GO:0006508, GO:0004252, GO:0016021, GO:0016020, GO:0006508, GO:0004252, GO:0016021, GO:0016020"
"krr1"	"GO:0003723, GO:0005634, GO:0006364, GO:0005730, GO:0042254, GO:0032040"
"lrrcc1"	"GO:0005515, GO:0005515"
"ralgds"	"GO:0007264, GO:0005085, GO:0007165, GO:0005622, GO:0007264, GO:0005085, GO:0007165, GO:0005622"
"baz2a"	"GO:0005634, GO:0003677, GO:0005515, GO:0046872"
"itln2"	""
"galnt17"	"GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0005794, GO:0006486, GO:0000139, GO:0030246"
"tbkbp1"	""
"mboat7"	"GO:0016020, GO:0016021"
"fbxo45"	"GO:0005515, GO:0006511, GO:0045202, GO:0016567, GO:0043161, GO:0019005, GO:0004842, GO:0060386, GO:0005515, GO:0006511, GO:0045202, GO:0016567, GO:0043161, GO:0019005, GO:0004842, GO:0060386"
"clcn4"	"GO:0006821, GO:0005247, GO:0055085, GO:0016020, GO:0005768, GO:0016021, GO:0005887, GO:0006811, GO:0005886, GO:0005769, GO:0005794, GO:1902600, GO:1902476, GO:0015299, GO:0031404, GO:0006821, GO:0005247, GO:0055085, GO:0016020, GO:0005768, GO:0016021, GO:0005887, GO:0006811, GO:0005886, GO:0005769, GO:0005794, GO:1902600, GO:1902476, GO:0015299, GO:0031404"
"kcnk16"	"GO:0005267, GO:0071805, GO:0016020, GO:0016021, GO:0005887, GO:0006811, GO:0022841, GO:0030322"
"fbxl5"	"GO:0005515, GO:0005515"
"rhov"	"GO:0007264, GO:0005525, GO:0003924, GO:0005622, GO:0000166, GO:0005886, GO:0005737, GO:0019901, GO:0007163, GO:0007015, GO:0006897, GO:0007266, GO:0008360, GO:0030031, GO:0030036, GO:0032488, GO:0032956, GO:0055113, GO:0071896, GO:0005938, GO:0042995"
"kpnb1"	"GO:0008536, GO:0006606, GO:0006886, GO:0005515, GO:0005737, GO:0008565, GO:0031965, GO:0006607, GO:0034399, GO:0008139, GO:0006610"
"ibsp"	"GO:0007155, GO:0005576, GO:0001503"
"nrros"	"GO:0005515, GO:0016020, GO:0016021"
"ccdc167"	"GO:0016020, GO:0016021"
"acvr1"	"GO:0007178, GO:0004675, GO:0005524, GO:0004672, GO:0006468, GO:0016020, GO:0016021, GO:0005887, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0043235, GO:0004674, GO:0007507, GO:0005024, GO:0019838, GO:0046332, GO:0007179, GO:0007389, GO:0098821, GO:0030509, GO:0048185, GO:0048179, GO:0016361, GO:0005025, GO:0032924"
"pak2"	"GO:0042981, GO:0005524, GO:0004674, GO:0004672, GO:0006468, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0005737, GO:0016477, GO:0048365, GO:0023014, GO:0031098, GO:0032147, GO:0043408, GO:2001271"
"med24"	"GO:0016592, GO:0003712, GO:0046549, GO:0048484, GO:0048538, GO:0061453, GO:1903506"
"ndufa3"	"GO:0005747, GO:0005743, GO:0016020, GO:0016021"
"vps18"	"GO:0006886, GO:0005515, GO:0016192, GO:0005768, GO:0006904, GO:0007040, GO:0007032, GO:0030674, GO:0007033, GO:0035542, GO:0030897, GO:0007634, GO:0008333, GO:0015721, GO:0043485, GO:0045176, GO:0048069, GO:0048757, GO:0060036"
"prkca"	"GO:0005524, GO:0004672, GO:0006468, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0004674, GO:0035556, GO:0018105, GO:0005524, GO:0004672, GO:0006468, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0004674, GO:0035556, GO:0018105"
"cd37"	"GO:0016021, GO:0016020, GO:0005887, GO:0007166"
"khdrbs3"	"GO:0003723, GO:0003676"
"lcp1"	"GO:0051017, GO:0051015, GO:0005509, GO:0005515, GO:0005737, GO:0003779, GO:0005884, GO:0051639, GO:0032432"
"auts2"	"GO:0005634, GO:0045944, GO:0030426, GO:0003682, GO:0005515, GO:0015629, GO:0021884, GO:0001764, GO:0048675, GO:0031532, GO:0048703, GO:0010592, GO:0035022, GO:0051571, GO:0060013, GO:0070050, GO:0097484, GO:2000620"
"dmp1"	""
"pkd2"	"GO:0005509, GO:0016020, GO:0016021, GO:0070588, GO:0005262, GO:0050982, GO:0001822, GO:0001946, GO:0001947, GO:0003143, GO:0003146, GO:0003171, GO:0007368, GO:0007507, GO:0009953, GO:0010882, GO:0032965, GO:0048793, GO:0051284, GO:0061371, GO:0070121, GO:0072019, GO:0072114, GO:0097704, GO:0005783, GO:0005929, GO:0016323, GO:0005509, GO:0016020, GO:0016021, GO:0070588, GO:0005262, GO:0050982"
"sox5"	"GO:0003677, GO:0005634"
"irf1"	"GO:0008285, GO:0044212, GO:0006915, GO:0003700, GO:0006355, GO:0050776, GO:0003677, GO:0005634, GO:0000981, GO:0006357, GO:0002376"
"pnliprp3"	"GO:0004806, GO:0052689, GO:0006629, GO:0005515, GO:0046872, GO:0005576, GO:0016042"
"prkx"	"GO:0005524, GO:0004674, GO:0004672, GO:0006468, GO:0016740, GO:0000166, GO:0016301, GO:0016310"
"dll4"	"GO:0007154, GO:0007275, GO:0007219, GO:0005509, GO:0016020, GO:0016021"
"prss12"	"GO:0006508, GO:0005044, GO:0004252, GO:0016020, GO:0016787, GO:0030425, GO:0008233, GO:0008236, GO:0006898, GO:0043195, GO:0043083"
"rbms2"	"GO:0003723, GO:0003676, GO:0005634, GO:0005737, GO:0003730, GO:0005829, GO:1990904, GO:0008266, GO:0008143"
"arsh"	"GO:0008484, GO:0003824, GO:0016020, GO:0016021"
"cc2d2a"	"GO:0035845, GO:0032391, GO:0005515, GO:0005576, GO:0005581"
"wdr88"	""
"ctu1"	"GO:0002098, GO:0008033, GO:0000049, GO:0034227, GO:0003723, GO:0016740, GO:0005737, GO:0005829, GO:0016779, GO:0002143, GO:0032447, GO:0002144"
"phlda1"	""
"mettl14"	"GO:0005634, GO:0003723, GO:0030154, GO:0003729, GO:0000398, GO:0001510, GO:0007283, GO:0016422, GO:0001734, GO:0019827, GO:0021861, GO:0042063, GO:0061157, GO:0080009, GO:0036396"
"aanat"	"GO:0005737, GO:0009416, GO:0007623, GO:0030187, GO:0004059"
"nap1l1"	"GO:0006334, GO:0005634, GO:0001878, GO:0006334, GO:0005634, GO:0005737, GO:0042393, GO:0007275, GO:0030154, GO:0045944, GO:0051260, GO:0007283, GO:0030332, GO:0060215"
"uap1l1"	"GO:0070569, GO:0070569"
"eps8l1"	"GO:0005515, GO:0005886, GO:0007266, GO:0003779, GO:0032587, GO:0030676, GO:0035023, GO:1900029"
"tmem8b"	"GO:0016021, GO:0016020, GO:0005886"
"acvr1c"	"GO:0007178, GO:0004675, GO:0005524, GO:0004672, GO:0006468, GO:0016020, GO:0016021, GO:0005887, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0043235, GO:0004674, GO:0005024, GO:0019838, GO:0046332, GO:0007179, GO:0007389, GO:0048185, GO:0032924, GO:0048179, GO:0005025"
"slc22a4"	"GO:0022857, GO:0055085, GO:0016021, GO:0016020, GO:0005215"
"cpo"	"GO:0004180, GO:0004181, GO:0006508, GO:0008270, GO:0016020, GO:0016021, GO:0005615, GO:0004180, GO:0004181, GO:0006508, GO:0008270, GO:0016020, GO:0016021, GO:0005615"
"chac1"	"GO:0006751, GO:0003839, GO:0005737, GO:0016829, GO:0061928"
"ino80"	"GO:0031011, GO:0006338, GO:0016887, GO:0006351, GO:0006281, GO:0005634, GO:0005524, GO:0003677, GO:0042393, GO:0032508, GO:0043044, GO:0043140, GO:0042766, GO:0043618, GO:0005524, GO:0003677, GO:0006281, GO:0005634, GO:0016887, GO:0006351, GO:0031011, GO:0006338"
"sphk1"	"GO:0003951, GO:0016301, GO:0016310"
"cpeb2"	"GO:0003730, GO:0003676, GO:0006417, GO:0045182, GO:0005634, GO:0003723, GO:0005737, GO:0043005, GO:0045202, GO:0000900, GO:0008135, GO:0043022, GO:0006412, GO:2000766, GO:1990124"
"wwc3"	""
"rev1"	"GO:0016779, GO:0003684, GO:0006281, GO:0042276, GO:0003677, GO:0005634, GO:0016740, GO:0006974, GO:0071897"
"itln1"	""
"wdr11"	"GO:0005515, GO:0005737, GO:0001755, GO:0060271, GO:0005930"
"npepps"	"GO:0008237, GO:0006508, GO:0008270, GO:0016787, GO:0046872, GO:0005737, GO:0008233, GO:0042277, GO:0070006, GO:0043171, GO:0004177"
"gyg2"	"GO:0016757, GO:0016740"
"abcg2"	"GO:0042626, GO:0016887, GO:0055085, GO:0005524, GO:0016020, GO:0016021, GO:0000166, GO:0005886, GO:0042626, GO:0016887, GO:0055085, GO:0005524, GO:0016020, GO:0016021, GO:0000166, GO:0005886"
"btbd1"	"GO:0005515, GO:0005829, GO:0000932, GO:0022008"
"fezf2"	"GO:0003676"
"sec24d"	"GO:0030127, GO:0006888, GO:0006886, GO:0008270, GO:0015031, GO:0048703, GO:0060536, GO:0070278"
"prpsap1"	"GO:0009116, GO:0000287, GO:0004749, GO:0009165, GO:0005737, GO:0006164, GO:0006015, GO:0002189, GO:0009116, GO:0000287, GO:0004749, GO:0009165, GO:0005737, GO:0006164, GO:0006015, GO:0002189"
"man1b1"	"GO:0004571, GO:0005509, GO:0003824, GO:0016020, GO:0016787, GO:0005783, GO:0030433, GO:0008152, GO:0016798, GO:0006491, GO:0004571, GO:0005509, GO:0003824, GO:0016020, GO:0016787, GO:0005783, GO:0030433, GO:0008152, GO:0016798, GO:0006491"
"nexn"	"GO:0048739, GO:0030018, "
"ppp1r12c"	"GO:0019208, GO:0019901, GO:0007165, GO:0005515, GO:0005737, GO:0050790, GO:0043086, GO:0004857, GO:0005515, GO:0005737, GO:0050790, GO:0043086, GO:0019208, GO:0004857"
"gpd2"	"GO:0016491, GO:0005509, GO:0055114, GO:0006072, GO:0009331, GO:0004368, GO:0005739, GO:0004367, GO:0052590, GO:0052591, GO:0046168, GO:0016491, GO:0005509, GO:0055114, GO:0006072, GO:0009331, GO:0004368, GO:0005739, GO:0004367, GO:0052590, GO:0052591, GO:0046168"
"gls2"	"GO:0004359, GO:0006541, GO:0006537, GO:0006543"
"cbwd1.1"	"GO:0008502, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0007165, GO:0001594"
"exd1"	"GO:0008408, GO:0006139, GO:0003676, GO:0090305, GO:0008408, GO:0006139, GO:0003676, GO:0090305"
"cbwd2"	""
"cd99"	"GO:0016020, GO:0016021, GO:0016020, GO:0016021"
"cpb2"	"GO:0004180, GO:0004181, GO:0006508, GO:0008270, GO:0042730, GO:0005615"
"crygd"	""
"chp1"	"GO:0005509"
"htr7"	"GO:0006939, GO:0004993, GO:0042310, GO:0007268, GO:0016021, GO:0007186, GO:0004930, GO:0007623, GO:0016020, GO:0005887, GO:0007165, GO:0030425, GO:0030594, GO:0007187, GO:0098664"
"fam135b"	"GO:0044255"
"fgfr2"	"GO:0008543, GO:0005524, GO:0004672, GO:0006468, GO:0004713, GO:0016021, GO:0005007, GO:0008284, GO:0016020, GO:0005887, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0004714, GO:0007169, GO:0018108, GO:0043235, GO:0017134"
"eif5b"	"GO:0005525, GO:0003924, GO:0006413, GO:0003743"
"moxd2p"	"GO:0005507, GO:0004497, GO:0055114, GO:0003824, GO:0016715, GO:0005737, GO:0005615, GO:0004500, GO:0006589, GO:0042420, GO:0042421, GO:0030667"
"ptn"	"GO:0008083, GO:0005576, GO:0010469"
"c15orf40"	", "
"cryaa"	"GO:0005212, GO:0046872, GO:0051082, GO:0001654, GO:0002088"
"dhfr"	"GO:0046654, GO:0055114, GO:0004146, GO:0005739, GO:0050661, GO:0046452, GO:0046655, GO:0001947, GO:0003007, GO:0003232, GO:0048598, GO:0060047"
"cel"	"GO:0006629, GO:0016788, GO:0005887, GO:0016787, GO:0009986, GO:0050804, GO:0038023, GO:0045202, GO:0048488, GO:0098793, GO:0004771, GO:0004806, GO:0042043, GO:0007158, GO:0097104, GO:0097105, GO:0006629, GO:0016788, GO:0005887, GO:0016787, GO:0009986, GO:0050804, GO:0038023, GO:0045202, GO:0048488, GO:0098793, GO:0004771, GO:0004806, GO:0042043, GO:0007158, GO:0097104, GO:0097105"
"ubald2"	""
"galt"	"GO:0006012, GO:0008270, GO:0008108, GO:0033499, GO:0005737, GO:0006012, GO:0008270, GO:0008108, GO:0033499, GO:0005737, GO:0006012, GO:0008270, GO:0008108, GO:0033499, GO:0005737"
"add3"	"GO:0005856, GO:0005198, GO:0014069, GO:0051015, GO:0051017, GO:0030507, GO:0051016, GO:0044853, GO:0005856, GO:0005198, GO:0014069, GO:0051015, GO:0051017, GO:0030507, GO:0051016, GO:0044853"
"plekhm3"	""
"rnf157"	", "
"dgki"	"GO:0007205, GO:0004143, GO:0003951, GO:0016301, GO:0007165, GO:0005634, GO:0016740, GO:0000166, GO:0005524, GO:0016310, GO:0035556, GO:0046339, GO:0046486, GO:0046834, GO:0051966"
"miga1"	"GO:0008053, GO:0008053, GO:0016020, GO:0016021"
"slc22a5"	"GO:0022857, GO:0055085, GO:0016021, GO:0016020, GO:0005215"
"pnliprp2"	"GO:0004806, GO:0052689, GO:0006629, GO:0005515, GO:0046872, GO:0005576, GO:0016042, GO:0004806, GO:0052689, GO:0006629, GO:0005515, GO:0046872, GO:0005576, GO:0016042, GO:0004806, GO:0052689, GO:0006629, GO:0005515, GO:0046872, GO:0005576, GO:0016042, GO:0004806, GO:0052689, GO:0006629, GO:0005515, GO:0046872, GO:0005576, GO:0016042, GO:0004806, GO:0052689, GO:0006629, GO:0005515, GO:0005576, GO:0016042"
"ramac"	"GO:0003723, GO:0106005, GO:0005845, GO:0005634, GO:0032259, GO:0006397, GO:0006370, GO:0004482, GO:0036031, GO:0031533"
"ccnyl1"	"GO:0019901, GO:0000079, GO:0019901, GO:0000079"
"zc3h13"	"GO:0046872, GO:0046872"
"cldn34"	"GO:0005923, GO:0005198, GO:0016021, GO:0016020"
"homer2"	"GO:0005524, GO:0004674, GO:0006468, GO:0005886, GO:0005737, GO:0014069, GO:0030425, GO:0043005, GO:0035256, GO:0007216, GO:2001256"
"shroom2"	"GO:0051015, GO:0005515, GO:0032401, GO:0045176, GO:0016324, GO:0003779, GO:0007015, GO:0030036, GO:0030864, GO:0043296, GO:0005912"
"nusap1"	"GO:0000281, GO:0005874, GO:0000226, GO:0005819, GO:0040001, GO:0005730, GO:0007076, GO:0008017, GO:0072686, GO:0005876"
"gba2"	"GO:0004553, GO:0003824, GO:0016021, GO:0007417, GO:0016139, GO:0008422, GO:0007409, GO:0005886, GO:0004553, GO:0003824, GO:0016021, GO:0007417, GO:0016139, GO:0008422"
"bbs10"	"GO:0005524"
"fcn1"	", , , , "
"osbpl8"	"GO:0016020, GO:0016021, GO:0005829, GO:0043231, GO:0006869, GO:0008289, GO:0015248, GO:0015485, GO:0032934, GO:0015918, GO:0015914"
"msh3"	"GO:0005524, GO:0030983, GO:0006298, GO:0003684, GO:0000710, GO:0006312, GO:0007131, GO:0000406, GO:0043111, GO:0032357, GO:0032300, GO:0032137, GO:0032143, GO:0008094, GO:0043570, GO:0032302, GO:0051096, GO:0000735"
"spryd4"	"GO:0005515"
"rgp1"	"GO:0017137, GO:0042147, GO:0005829, GO:0000139, GO:0017112, GO:0034066, GO:0017137, GO:0042147, GO:0005829, GO:0000139, GO:0017112, GO:0034066"
"mfsd12"	"GO:0008643, GO:0015293, GO:0016021, GO:0016020, GO:0005887, GO:0005215, GO:0055085, GO:0071702"
"dock8"	"GO:0007264, GO:0005085"
"gpr143"	"GO:0007166, GO:0004888, GO:0016020, GO:0016021, GO:0007186, GO:0004930, GO:0035240, GO:0072544, GO:0072545, GO:0007218, GO:0035643, GO:0032438, GO:0007166, GO:0004888, GO:0016020, GO:0016021, GO:0007186, GO:0004930, GO:0035240, GO:0072544, GO:0072545, GO:0007218, GO:0035643"
"samsn1"	"GO:0005515, GO:0005634, GO:0001784, GO:0050732, GO:0050869"
"mip"	"GO:0015267, GO:0055085, GO:0016020, GO:0016021, GO:0005886, GO:0015250, GO:0006833, GO:0016324"
"zan"	"GO:0016020, GO:0005515"
"ccdc172"	"GO:0004806, GO:0052689, GO:0006629, GO:0005576, GO:0016042, GO:0004806, GO:0052689, GO:0006629, GO:0005576, GO:0016042"
"foxj1"	"GO:0043565, GO:0003700, GO:0006355, GO:0003677, GO:0005634, GO:0001947, GO:0003146, GO:0003351, GO:0007368, GO:0009611, GO:0060271, GO:0060296"
"tm2d3"	"GO:0016020, GO:0016021"
"myoz2"	"GO:0015629, GO:0030018, GO:0003779, GO:0031433, GO:0051373"
"creb3l2"	"GO:0030968, GO:0035497, GO:0045944, GO:0003700, GO:0006355, GO:0003330, GO:0060628"
"exoc7"	"GO:0000145, GO:0006887, GO:0015031, GO:0000145, GO:0006887, GO:0015031, GO:0000145, GO:0006887, GO:0015031"
"ppm1k"	"GO:0004722, GO:0043169, GO:0006470, GO:0003824, GO:0004721, GO:0016787, GO:0046872, GO:0004724, GO:0005759, GO:1904184"
"txndc9"	"GO:0045454, GO:0005623"
"cbll1"	"GO:0061630, GO:0016567"
"mettl21a"	"GO:0008168, GO:0016740, GO:0032259, GO:0005737, GO:0016279, GO:0006479, GO:0018022"
"gtf3c5"	"GO:0006384, GO:0000127, GO:0000995, GO:0070898, GO:0001002, GO:0001003, GO:0001004"
"gfi1b"	"GO:0006355, GO:0003676"
"whamm"	"GO:0003779, GO:0005737, GO:0006888, GO:0034314, GO:0017049, GO:0033116, GO:0071933, GO:0007050"
"nrip1"	"GO:0003712, GO:0005102, GO:0006357, GO:0005634, GO:0003713, GO:0003714, GO:0030331, GO:0035259, GO:0046965, GO:0000122, GO:0032922, GO:0045944, GO:0071392"
"cog3"	"GO:0006886, GO:0016020, GO:0005801, GO:0008565, GO:0006891, GO:0007030, GO:0017119"
"lyg2"	"GO:0003796, GO:0009253, GO:0016998, GO:0016787, GO:0008152, GO:0016798"
"usp53"	"GO:0016579, GO:0036459"
"tnnt1"	"GO:0006937, GO:0005861, GO:0005509, GO:0005523, GO:0006936, GO:0005515, GO:0060048, GO:0003009, GO:0045214, GO:0030899, GO:0031014"
"usp25"	"GO:0006511, GO:0016579, GO:0036459, GO:0005515, GO:0005829, GO:0004843, GO:0004197, GO:0008233, GO:0006508, GO:0031647, GO:0006511, GO:0016579, GO:0036459, GO:0005515, GO:0005829, GO:0004843, GO:0004197, GO:0031647, GO:0009953, GO:1904888"
"slc26a3.1"	"GO:0008272, GO:0015116, GO:0016021, GO:0016020, GO:0005887, GO:0055085, GO:0008271, GO:0015106, GO:0015108, GO:0015301, GO:0019531, GO:0019532, GO:1902358, GO:1902476, GO:0006821, GO:0015297, GO:0098656, GO:0015701"
"tbl1x"	"GO:0005515, GO:0003714, GO:0006357, GO:1903507, GO:0000118, GO:0016575, GO:0005515, GO:0003714, GO:0006357, GO:1903507, GO:0000118, GO:0016575"
"herc6"	"GO:0004842, GO:0016740, GO:0016567"
"mrpl45"	", "
"pias4"	"GO:0019789, GO:0008270, GO:0016925, GO:0019789, GO:0008270, GO:0016925"
"tsc1"	"GO:0032007, GO:0046627, GO:0051726, GO:0033596"
"usp33"	"GO:0004843, GO:0006511, GO:0016579, GO:0036459, GO:0008270"
"creb1"	"GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0005515, GO:0005667"
